mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,R Bhatia,PP Chawla,94,5,12.6,36,1,20,1,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,R Bhatia,Yuvraj Singh,94,5,13.1,36,1,20,1,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,R Bhatia,Yuvraj Singh,95,5,13.2,37,1,20,2,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MK Tiwary,Yuvraj Singh,96,5,13.2,37,1,20,2,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MK Tiwary,Yuvraj Singh,96,5,13.3,36,1,20,2,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MK Tiwary,Yuvraj Singh,97,5,13.4,37,1,21,2,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,R Bhatia,Yuvraj Singh,97,5,13.5,37,1,21,2,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,R Bhatia,Yuvraj Singh,98,5,13.6,36,1,21,3,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,R Bhatia,B Lee,99,5,14.1,35,1,21,4,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MK Tiwary,B Lee,100,5,14.2,32,1,22,4,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,R Bhatia,B Lee,101,5,14.3,32,1,22,4,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MK Tiwary,B Lee,105,5,14.4,36,1,26,4,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MK Tiwary,B Lee,106,5,14.5,37,1,27,4,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,R Bhatia,B Lee,107,5,14.6,32,1,27,4,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,R Bhatia,S Sreesanth,108,5,15.1,32,1,27,5,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MK Tiwary,S Sreesanth,110,5,15.2,34,1,29,5,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MK Tiwary,S Sreesanth,111,5,15.3,35,1,29,5,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,R Bhatia,S Sreesanth,117,5,15.4,37,1,29,11,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,R Bhatia,S Sreesanth,121,5,15.5,40,1,29,15,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,R Bhatia,S Sreesanth,122,5,15.6,40,1,29,16,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,R Bhatia,IK Pathan,123,5,16.1,37,1,29,17,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MK Tiwary,IK Pathan,124,5,16.1,38,1,29,17,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MK Tiwary,IK Pathan,125,5,16.2,38,1,30,17,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,R Bhatia,IK Pathan,125,6,16.3,37,2,30,17,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MF Maharoof,IK Pathan,126,6,16.4,38,1,30,1,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MK Tiwary,IK Pathan,127,6,16.5,39,1,31,1,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MF Maharoof,IK Pathan,128,6,16.6,36,1,31,2,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MF Maharoof,VRV Singh,130,6,17.1,38,1,31,4,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MF Maharoof,VRV Singh,131,6,17.2,38,1,31,5,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MK Tiwary,VRV Singh,135,6,17.3,42,1,35,5,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MK Tiwary,VRV Singh,139,6,17.4,45,1,39,5,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MK Tiwary,VRV Singh,139,7,17.5,45,2,39,5,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MF Maharoof,VRV Singh,139,7,17.6,44,2,5,0,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,VY Mahesh,B Lee,141,7,18.1,45,2,5,2,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,VY Mahesh,B Lee,142,7,18.2,46,2,5,3,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MF Maharoof,B Lee,146,7,18.3,49,2,9,3,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MF Maharoof,B Lee,147,7,18.4,50,2,10,3,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,VY Mahesh,B Lee,148,7,18.5,50,2,10,4,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MF Maharoof,B Lee,152,7,18.6,53,2,14,4,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,VY Mahesh,IK Pathan,153,7,19.1,53,2,14,5,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MF Maharoof,IK Pathan,155,7,19.2,54,2,16,5,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MF Maharoof,IK Pathan,155,7,19.3,50,2,16,5,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MF Maharoof,IK Pathan,156,7,19.4,50,2,17,5,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,VY Mahesh,IK Pathan,157,7,19.5,50,2,17,6,158
14,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,MF Maharoof,IK Pathan,158,8,19.6,50,3,18,6,158
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,DW Steyn,1,0,0.1,1,0,1,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,DW Steyn,1,0,0.2,1,0,1,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,DW Steyn,1,0,0.3,1,0,1,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,DW Steyn,1,0,0.4,1,0,1,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,DW Steyn,1,0,0.5,1,0,1,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,DW Steyn,1,0,0.6,1,0,1,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,Z Khan,1,0,1.1,1,0,1,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,Z Khan,2,0,1.2,2,0,2,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,Z Khan,2,0,1.3,2,0,2,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,Z Khan,6,0,1.4,6,0,4,2,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,Z Khan,7,0,1.5,7,0,5,2,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,Z Khan,11,0,1.6,11,0,6,5,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,DW Steyn,12,0,2.1,12,0,6,6,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,DW Steyn,13,0,2.2,13,0,7,6,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,DW Steyn,13,0,2.3,13,0,7,6,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,DW Steyn,14,0,2.3,14,0,7,6,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,DW Steyn,14,0,2.4,14,0,7,6,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,DW Steyn,15,0,2.4,15,0,7,6,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,DW Steyn,17,0,2.5,17,0,8,7,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,DW Steyn,18,0,2.6,18,0,9,7,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,Z Khan,18,0,3.1,18,0,9,7,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,Z Khan,18,0,3.2,18,0,9,7,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,Z Khan,18,0,3.3,18,0,9,7,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,Z Khan,18,0,3.4,18,0,9,7,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,Z Khan,22,0,3.5,22,0,13,7,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,Z Khan,22,1,3.6,22,1,13,7,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,P Kumar,22,1,4.1,22,1,7,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,P Kumar,22,1,4.2,22,1,7,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,P Kumar,22,1,4.3,22,1,7,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,P Kumar,23,1,4.4,23,1,8,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,P Kumar,24,1,4.5,23,1,8,1,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,P Kumar,25,1,4.6,24,1,9,1,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,Z Khan,26,1,5.1,25,1,10,1,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,Z Khan,30,1,5.2,29,1,10,5,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,Z Khan,31,1,5.3,30,1,10,5,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,Z Khan,35,1,5.4,34,1,14,5,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,Z Khan,35,1,5.5,34,1,14,5,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,Z Khan,36,1,5.6,34,1,15,5,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,P Kumar,36,1,6.1,34,1,15,5,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,P Kumar,42,1,6.2,36,1,21,5,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,P Kumar,42,2,6.3,35,2,21,5,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,P Kumar,43,2,6.4,32,2,5,1,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,P Kumar,43,2,6.5,31,2,5,1,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,P Kumar,43,2,6.6,30,2,5,1,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,JH Kallis,44,2,7.1,31,2,5,2,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,JH Kallis,45,2,7.2,31,2,6,2,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,JH Kallis,47,2,7.3,33,2,6,4,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,JH Kallis,48,2,7.4,33,2,6,5,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,JH Kallis,50,2,7.5,33,2,8,5,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,JH Kallis,50,2,7.6,32,2,8,5,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,B Akhil,51,2,8.1,33,2,8,6,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,B Akhil,52,2,8.2,34,2,9,6,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,B Akhil,53,2,8.3,35,2,9,7,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,B Akhil,54,2,8.4,36,2,10,7,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,B Akhil,54,2,8.5,32,2,10,7,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,B Akhil,60,2,8.6,38,1,13,10,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,JH Kallis,61,2,9.1,39,1,13,11,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,JH Kallis,62,2,9.2,40,1,14,11,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,JH Kallis,63,2,9.3,41,1,14,12,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,JH Kallis,64,2,9.4,41,1,15,12,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,JH Kallis,65,2,9.5,41,1,15,13,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,JH Kallis,65,2,9.6,40,1,15,13,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,B Akhil,65,2,10.1,39,1,15,13,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,B Akhil,66,2,10.2,36,1,15,14,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,B Akhil,70,2,10.3,39,1,19,14,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,B Akhil,71,2,10.4,36,1,20,14,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,B Akhil,72,2,10.5,37,1,20,15,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,B Akhil,72,2,10.6,36,1,20,15,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,P Kumar,73,2,11.1,37,1,20,16,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,P Kumar,74,2,11.2,32,1,21,16,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,P Kumar,75,2,11.3,33,0,21,17,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,P Kumar,81,2,11.4,38,0,27,17,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,P Kumar,82,2,11.5,39,0,28,17,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,P Kumar,83,3,11.6,40,1,28,18,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,B Akhil,83,3,12.1,39,1,18,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,B Akhil,84,3,12.2,39,1,19,0,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,B Akhil,86,3,12.3,39,1,19,2,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,B Akhil,86,3,12.4,38,1,19,2,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,B Akhil,86,3,12.5,36,1,19,2,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,B Akhil,86,3,12.6,36,1,19,2,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,JH Kallis,87,3,13.1,36,1,20,2,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,JH Kallis,87,3,13.2,35,1,20,2,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,JH Kallis,88,3,13.3,35,1,20,3,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,JH Kallis,89,3,13.4,35,1,21,3,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,JH Kallis,92,3,13.5,38,1,21,6,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,JH Kallis,94,3,13.6,34,1,23,6,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,DW Steyn,94,3,14.1,33,1,23,6,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,DW Steyn,94,3,14.2,32,1,23,6,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,DW Steyn,98,3,14.3,35,1,23,10,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,DW Steyn,102,3,14.4,38,1,23,14,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,DW Steyn,102,3,14.5,37,1,23,14,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,DW Steyn,102,3,14.6,37,1,23,14,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,B Akhil,108,3,15.1,43,1,29,14,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,B Akhil,114,3,15.2,48,1,35,14,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,B Akhil,114,3,15.3,44,1,35,14,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,B Akhil,115,3,15.4,44,1,36,14,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,B Akhil,116,3,15.5,44,1,36,15,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,B Akhil,116,3,15.6,44,1,36,15,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,JH Kallis,117,3,16.1,44,1,36,16,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,JH Kallis,121,3,16.2,47,1,40,16,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,JH Kallis,121,3,16.3,46,1,40,16,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,JH Kallis,125,3,16.4,44,1,44,16,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,JH Kallis,126,3,16.5,44,1,45,16,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,JH Kallis,132,3,16.6,49,0,45,22,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,P Kumar,133,3,17.1,50,0,46,22,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,P Kumar,134,3,17.2,50,0,46,23,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,P Kumar,135,3,17.3,49,0,47,23,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,P Kumar,139,3,17.4,53,0,47,27,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,P Kumar,140,3,17.5,54,0,47,28,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,P Kumar,140,3,17.6,54,0,47,28,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,DW Steyn,141,3,18.0,54,0,47,28,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,DW Steyn,145,3,18.1,58,0,47,32,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,DW Steyn,149,3,18.2,61,0,47,36,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,DW Steyn,155,3,18.3,66,0,47,42,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,DW Steyn,159,3,18.4,67,0,47,46,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,DW Steyn,163,3,18.5,69,0,50,47,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,DW Steyn,164,3,18.6,70,0,51,47,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,Z Khan,164,3,19.1,70,0,51,47,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,Z Khan,168,3,19.2,70,0,55,47,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,Z Khan,174,3,19.3,72,0,61,47,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,Z Khan,178,3,19.4,76,0,65,47,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,Z Khan,178,4,19.5,76,1,65,47,178
15,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,Z Khan,178,5,19.6,70,2,47,0,178
16,2008-04-29,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,BB McCullum,SM Pollock,1,0,0.1,1,0,1,0,137
16,2008-04-29,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,SC Ganguly,SM Pollock,5,0,0.2,5,0,4,1,137
16,2008-04-29,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,SC Ganguly,SM Pollock,5,1,0.3,5,1,4,1,137
16,2008-04-29,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,RT Ponting,SM Pollock,6,1,0.4,6,1,1,1,137
16,2008-04-29,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,BB McCullum,SM Pollock,6,2,0.5,6,2,1,1,137
16,2008-04-29,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,DB Das,SM Pollock,6,2,0.6,6,2,1,0,137
16,2008-04-29,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,RT Ponting,A Nehra,6,2,1.1,6,2,1,0,137
16,2008-04-29,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,RT Ponting,A Nehra,7,2,1.2,7,2,2,0,137
16,2008-04-29,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,DB Das,A Nehra,11,2,1.3,11,2,4,2,137
